6 6 12
6 6 12
6 6 12
6 6 12
6 6 12
6 6 12
6 6 12
6 6 12
6 6 12
6 6 12
6 6 12
6 6 12
6 6 12
6 6 12
6 6 12
6 6 12
6 6 12
6 6 12
6 6 12
6 6 12
6 6 12
6 6 12
6 6 12
6 6 12
6 6 12
6 6 12
6 6 12
6 6 12
6 6 12
6 6 12
6 6 12
6 6 12
6 6 12
6 6 12
6 6 12
6 6 12
6 6 12
6 6 12
6 6 12
6 6 12
6 6 12

6.93861 6 11.9261
6.92705 6.14683 11.9261
6.89267 6.29005 11.9261
6.8363 6.42612 11.9261
6.75935 6.5517 11.9261
6.6637 6.6637 11.9261
6.5517 6.75935 11.9261
6.42612 6.8363 11.9261
6.29005 6.89267 11.9261
6.14683 6.92705 11.9261
6 6.93861 11.9261
5.85317 6.92705 11.9261
5.70995 6.89267 11.9261
5.57388 6.8363 11.9261
5.4483 6.75935 11.9261
5.3363 6.6637 11.9261
5.24065 6.5517 11.9261
5.1637 6.42612 11.9261
5.10733 6.29005 11.9261
5.07295 6.14683 11.9261
5.06139 6 11.9261
5.07295 5.85317 11.9261
5.10733 5.70995 11.9261
5.1637 5.57388 11.9261
5.24065 5.4483 11.9261
5.3363 5.3363 11.9261
5.4483 5.24065 11.9261
5.57388 5.1637 11.9261
5.70995 5.10733 11.9261
5.85317 5.07295 11.9261
6 5.06139 11.9261
6.14683 5.07295 11.9261
6.29005 5.10733 11.9261
6.42612 5.1637 11.9261
6.5517 5.24065 11.9261
6.6637 5.3363 11.9261
6.75935 5.4483 11.9261
6.8363 5.57388 11.9261
6.89267 5.70995 11.9261
6.92705 5.85317 11.9261
6.93861 6 11.9261

7.8541 6 11.7063
7.83127 6.29005 11.7063
7.76336 6.57295 11.7063
7.65202 6.84174 11.7063
7.5 7.08981 11.7063
7.31105 7.31105 11.7063
7.08981 7.5 11.7063
6.84174 7.65202 11.7063
6.57295 7.76336 11.7063
6.29005 7.83127 11.7063
6 7.8541 11.7063
5.70995 7.83127 11.7063
5.42705 7.76336 11.7063
5.15826 7.65202 11.7063
4.91019 7.5 11.7063
4.68895 7.31105 11.7063
4.5 7.08981 11.7063
4.34798 6.84174 11.7063
4.23664 6.57295 11.7063
4.16873 6.29005 11.7063
4.1459 6 11.7063
4.16873 5.70995 11.7063
4.23664 5.42705 11.7063
4.34798 5.15826 11.7063
4.5 4.91019 11.7063
4.68895 4.68895 11.7063
4.91019 4.5 11.7063
5.15826 4.34798 11.7063
5.42705 4.23664 11.7063
5.70995 4.16873 11.7063
6 4.1459 11.7063
6.29005 4.16873 11.7063
6.57295 4.23664 11.7063
6.84174 4.34798 11.7063
7.08981 4.5 11.7063
7.31105 4.68895 11.7063
7.5 4.91019 11.7063
7.65202 5.15826 11.7063
7.76336 5.42705 11.7063
7.83127 5.70995 11.7063
7.8541 6 11.7063

8.72394 6 11.346
8.69041 6.42612 11.346
8.59062 6.84174 11.346
8.42705 7.23664 11.346
8.20372 7.60109 11.346
7.92612 7.92612 11.346
7.60109 8.20372 11.346
7.23664 8.42705 11.346
6.84174 8.59062 11.346
6.42612 8.69041 11.346
6 8.72394 11.346
5.57388 8.69041 11.346
5.15826 8.59062 11.346
4.76336 8.42705 11.346
4.39891 8.20372 11.346
4.07388 7.92612 11.346
3.79628 7.60109 11.346
3.57295 7.23664 11.346
3.40938 6.84174 11.346
3.30959 6.42612 11.346
3.27606 6 11.346
3.30959 5.57388 11.346
3.40938 5.15826 11.346
3.57295 4.76336 11.346
3.79628 4.39891 11.346
4.07388 4.07388 11.346
4.39891 3.79628 11.346
4.76336 3.57295 11.346
5.15826 3.40938 11.346
5.57388 3.30959 11.346
6 3.27606 11.346
6.42612 3.30959 11.346
6.84174 3.40938 11.346
7.23664 3.57295 11.346
7.60109 3.79628 11.346
7.92612 4.07388 11.346
8.20372 4.39891 11.346
8.42705 4.76336 11.346
8.59062 5.15826 11.346
8.69041 5.57388 11.346
8.72394 6 11.346

9.52671 6 10.8541
9.48329 6.5517 10.8541
9.3541 7.08981 10.8541
9.14232 7.60109 10.8541
8.85317 8.07295 10.8541
8.49376 8.49376 10.8541
8.07295 8.85317 10.8541
7.60109 9.14232 10.8541
7.08981 9.3541 10.8541
6.5517 9.48329 10.8541
6 9.52671 10.8541
5.4483 9.48329 10.8541
4.91019 9.3541 10.8541
4.39891 9.14232 10.8541
3.92705 8.85317 10.8541
3.50624 8.49376 10.8541
3.14683 8.07295 10.8541
2.85768 7.60109 10.8541
2.6459 7.08981 10.8541
2.51671 6.5517 10.8541
2.47329 6 10.8541
2.51671 5.4483 10.8541
2.6459 4.91019 10.8541
2.85768 4.39891 10.8541
3.14683 3.92705 10.8541
3.50624 3.50624 10.8541
3.92705 3.14683 10.8541
4.39891 2.85768 10.8541
4.91019 2.6459 10.8541
5.4483 2.51671 10.8541
6 2.47329 10.8541
6.5517 2.51671 10.8541
7.08981 2.6459 10.8541
7.60109 2.85768 10.8541
8.07295 3.14683 10.8541
8.49376 3.50624 10.8541
8.85317 3.92705 10.8541
9.14232 4.39891 10.8541
9.3541 4.91019 10.8541
9.48329 5.4483 10.8541
9.52671 6 10.8541

10.2426 6 10.2426
10.1904 6.6637 10.2426
10.035 7.31105 10.2426
9.78022 7.92612 10.2426
9.43237 8.49376 10.2426
9 9 10.2426
8.49376 9.43237 10.2426
7.92612 9.78022 10.2426
7.31105 10.035 10.2426
6.6637 10.1904 10.2426
6 10.2426 10.2426
5.3363 10.1904 10.2426
4.68895 10.035 10.2426
4.07388 9.78022 10.2426
3.50624 9.43237 10.2426
3 9 10.2426
